test_id,adult_males,subadult_males,adult_females,juveniles,pups
5443,3,4,13,20,5
5444,2,5,24,13,10
5445,0,1,5,8,2
5446,1,2,2,3,1
5447,7,7,51,6,42
5448,2,3,25,9,0
5449,4,6,34,25,11
5450,0,3,1,6,0
5451,5,5,60,3,37
5452,1,2,3,5,0
5453,3,4,19,10,8
5454,5,8,36,9,20
5455,4,3,16,7,7
5456,4,3,13,13,2
5457,5,4,53,6,32
5458,0,2,1,0,0
5459,12,6,66,27,41
5460,0,3,3,10,0
5461,2,3,7,12,2
5462,5,5,36,3,29
5463,2,4,10,9,4
5464,0,2,3,5,1
5465,3,8,41,30,8
5466,3,2,14,5,8
5467,4,5,44,29,17
5468,2,3,16,7,7
5469,2,2,43,11,7
5470,4,3,20,9,12
5471,2,3,20,2,15
5472,11,7,59,15,40
5473,1,2,3,5,0
5474,3,7,35,59,14
5475,2,5,14,5,4
5476,3,4,13,13,2
5477,2,4,33,20,7
5478,3,10,49,34,19
5479,3,3,33,10,21
5480,7,3,39,4,36
5481,1,10,34,170,1
5482,2,3,7,3,6
5483,3,4,21,16,1
5484,1,3,2,5,0
5485,21,7,136,28,97
5486,0,7,6,44,0
5487,6,5,52,21,38
5488,1,2,14,16,1
5489,18,6,128,9,106
5490,3,8,41,87,9
5491,2,3,10,11,3
5492,0,1,4,2,1
5493,1,5,13,15,0
5494,0,0,0,1,0
5495,1,2,3,12,0
5496,7,4,64,14,46
5497,0,1,2,0,0
5498,10,8,41,40,14
5499,1,3,12,2,9
5500,3,4,34,6,20
5501,6,4,32,5,27
5502,4,2,24,11,10
5503,2,6,24,46,0
5504,4,3,27,13,11
5505,2,1,7,6,3
5506,1,4,11,4,6
5507,3,5,27,35,4
5508,1,4,10,34,0
5509,3,6,26,16,10
5510,5,5,48,10,33
5511,1,3,10,36,0
5512,5,3,65,38,12
5513,2,5,17,20,0
5514,9,4,47,12,27
5515,1,3,3,14,0
5516,0,3,3,3,0
5517,13,7,167,54,59
5518,3,3,18,8,12
5519,3,4,10,11,2
5520,2,2,5,9,0
5521,3,2,23,12,3
5522,3,3,28,19,8
5523,0,4,2,3,0
5524,3,3,18,13,4
5525,3,2,18,7,4
5526,1,2,6,7,3
5527,4,5,17,18,11
5528,2,3,8,7,2
5529,5,5,55,31,23
5530,1,1,3,1,2
5531,2,1,7,6,1
5532,8,6,70,22,39
5533,1,4,15,3,6
5534,3,9,54,83,6
5535,6,7,51,51,12
5536,2,1,22,12,0
5537,4,3,25,2,17
5538,3,5,24,15,8
5539,1,3,7,2,3
5540,1,3,2,7,0
5541,1,2,8,3,3
5542,13,6,70,28,39
5543,2,3,32,14,10
5544,5,5,22,11,7
5545,10,3,85,4,71
5546,2,2,19,10,7
5547,6,8,66,62,30
5548,2,4,12,3,8
5549,1,1,1,7,0
5550,2,3,11,7,2
5551,2,4,14,4,10
5552,3,2,29,17,0
5553,1,3,5,12,0
5554,3,3,55,21,20
5555,2,4,9,9,1
5556,2,4,7,8,1
5557,5,3,50,22,18
5558,0,3,1,1,0
5559,3,3,14,5,8
5560,2,3,11,3,6
5561,1,3,32,23,3
5562,1,3,11,19,1
5563,1,3,10,6,0
5564,2,2,12,7,0
5565,5,2,75,16,37
5566,4,4,25,8,11
5567,0,1,3,4,0
5568,1,3,7,6,0
5569,4,2,20,9,17
5570,5,4,35,4,27
5571,2,3,11,11,0
5572,4,6,43,40,20
5573,1,2,5,1,3
5574,3,4,14,9,8
5575,4,2,14,16,6
5576,1,3,2,4,0
5577,1,4,13,15,2
5578,4,3,24,8,15
5579,12,5,70,8,56
5580,2,2,7,14,3
5581,2,6,27,14,9
5582,2,2,15,9,5
5583,2,2,11,5,2
5584,6,8,42,45,10
5585,4,2,40,11,19
5586,1,6,9,31,0
5587,0,2,4,3,0
5588,1,1,2,6,0
5589,4,2,17,8,4
5590,3,2,20,5,9
5591,2,4,27,11,8
5592,2,6,10,16,1
5593,4,5,38,26,17
5594,1,1,6,7,1
5595,5,5,41,12,23
5596,5,6,25,4,18
5597,1,3,5,12,0
5598,1,6,8,11,1
5599,2,3,13,9,5
5600,0,1,1,7,0
5601,2,4,4,9,2
5602,2,2,12,3,7
5603,13,11,113,46,64
5604,3,5,15,8,7
5605,1,2,4,10,0
5606,4,2,20,15,5
5607,1,3,5,5,0
5608,1,3,7,7,3
5609,2,3,17,4,12
5610,5,3,26,9,12
5611,0,4,2,2,0
5612,0,2,6,1,3
5613,1,4,5,4,2
5614,5,4,34,1,29
5615,3,2,33,26,12
5616,2,3,12,10,6
5617,2,3,39,29,3
5618,2,2,21,13,11
5619,2,4,27,7,10
5620,2,4,12,12,2
5621,9,13,163,144,47
5622,2,3,9,17,2
5623,4,3,36,15,23
5624,6,6,35,16,14
5625,2,3,11,2,8
5626,7,5,38,10,22
5627,0,1,0,3,0
5628,3,5,18,8,14
5629,2,3,9,5,1
5630,4,3,25,6,19
5631,5,4,27,19,9
5632,0,4,8,26,2
5633,1,2,2,2,0
5634,2,5,28,35,4
5635,4,3,26,18,10
5636,6,8,83,112,19
5637,0,1,1,1,0
5638,10,5,76,9,59
5639,7,3,67,6,56
5640,4,6,18,9,7
5641,7,10,105,129,15
5642,9,6,63,11,33
5643,3,2,22,22,0
5644,1,1,4,2,3
5645,4,3,34,7,20
5646,8,4,40,19,24
5647,5,3,32,10,22
5648,5,3,43,8,23
5649,5,3,19,13,7
5650,5,4,20,27,3
5651,1,2,3,5,1
5652,1,0,5,4,0
5653,7,8,72,80,27
5654,3,7,18,13,5
5655,4,4,41,37,9
5656,3,2,24,12,5
5657,1,3,7,23,1
5658,12,6,73,12,50
5659,1,5,22,25,1
5660,1,2,10,12,1
5661,1,4,5,8,0
5662,10,3,68,24,31
5663,1,4,17,29,4
5664,2,5,12,11,2
5665,1,2,4,7,0
5666,17,6,109,29,61
5667,1,3,7,7,1
5668,3,2,17,6,10
5669,0,4,0,9,0
5670,2,8,56,122,5
5671,1,1,5,3,2
5672,1,2,3,5,1
5673,2,4,6,4,1
5674,0,3,18,31,0
5675,1,3,7,3,2
5676,1,1,2,11,0
5677,1,5,53,56,4
5678,8,4,58,9,38
5679,5,6,40,50,8
5680,3,4,30,32,3
5681,6,9,105,66,27
5682,9,8,99,54,29
5683,4,5,25,10,12
5684,5,10,92,182,15
5685,2,1,11,26,0
5686,3,3,33,16,15
5687,2,5,37,40,8
5688,4,3,26,12,9
5689,5,6,91,50,18
5690,6,4,31,8,22
5691,1,2,1,4,0
5692,4,7,79,56,5
5693,4,3,22,9,6
5694,4,5,18,19,7
5695,2,3,18,11,7
5696,1,3,5,3,1
5697,2,4,13,11,2
5698,2,4,26,10,8
5699,2,2,11,11,2
5700,7,7,123,62,25
5701,2,2,6,4,4
5702,1,1,15,11,4
5703,1,2,8,8,2
5704,3,6,36,39,9
5705,1,2,3,16,0
5706,3,8,36,21,12
5707,2,3,9,3,5
5708,1,3,19,4,6
5709,5,7,41,32,16
5710,0,1,4,3,2
5711,2,2,13,7,5
5712,3,9,22,23,7
5713,3,8,32,19,11
5714,2,2,10,14,0
5715,2,3,11,4,0
5716,2,3,11,17,2
5717,3,4,28,15,12
5718,7,3,39,20,20
5719,5,3,58,12,35
5720,2,2,48,19,16
5721,3,6,15,10,6
5722,2,2,13,6,3
5723,5,3,33,19,15
5724,10,5,66,6,51
5725,1,2,9,5,0
5726,5,4,21,15,11
5727,2,2,11,2,8
5728,3,5,29,30,13
5729,6,3,53,21,23
5730,3,3,21,7,13
5731,5,6,62,44,25
5732,1,1,6,5,0
5733,1,1,2,1,1
5734,7,5,83,7,61
5735,7,4,71,26,22
5736,1,3,9,4,6
5737,0,3,6,7,0
5738,2,3,24,7,12
5739,15,6,112,38,63
5740,3,2,20,5,16
5741,0,3,2,1,1
5742,2,2,6,3,2
5743,4,6,43,36,25
5744,1,5,11,10,3
5745,5,5,34,13,22
5746,2,3,15,4,8
5747,5,3,48,22,17
5748,1,2,8,4,3
5749,0,1,2,4,0
5750,5,4,54,18,29
5751,6,4,53,18,32
5752,2,1,10,5,0
5753,1,2,25,15,0
5754,2,2,16,12,6
5755,3,4,12,14,3
5756,3,1,19,6,13
5757,3,5,27,8,17
5758,3,2,19,8,11
5759,0,16,0,7,0
5760,1,2,3,8,0
5761,1,3,13,16,2
5762,0,6,8,32,1
5763,3,2,24,16,3
5764,5,4,24,25,3
5765,2,4,16,13,6
5766,2,3,14,12,1
5767,1,1,12,6,5
5768,6,5,36,15,13
5769,3,4,23,18,6
5770,1,3,5,2,3
5771,1,1,6,4,1
5772,6,9,47,20,25
5773,3,4,19,13,8
5774,2,4,29,12,13
5775,2,3,8,3,5
5776,1,4,34,41,2
5777,6,10,159,141,8
5778,2,7,30,26,9
5779,3,3,13,10,3
5780,0,3,12,33,0
5781,5,3,34,9,27
5782,10,6,155,19,57
5783,7,7,70,13,36
5784,2,2,19,4,13
5785,5,8,51,66,18
5786,3,3,29,15,0
5787,1,1,1,6,0
5788,0,1,0,3,0
5789,10,7,62,30,26
5790,5,3,28,9,19
5791,6,4,80,33,35
5792,7,6,60,10,41
5793,3,2,19,9,11
5794,4,7,38,37,11
5795,0,1,3,1,1
5796,5,4,46,38,13
5797,0,1,2,3,0
5798,8,4,75,16,47
5799,2,7,33,39,11
5800,0,3,0,4,0
5801,1,2,5,10,0
5802,1,3,0,2,0
5803,2,5,18,10,4
5804,1,2,3,5,0
5805,3,4,42,3,21
5806,0,10,12,149,1
5807,4,4,79,22,27
5808,1,4,5,6,3
5809,2,3,12,6,6
5810,0,3,6,7,1
5811,7,5,66,15,31
5812,1,3,9,4,6
5813,3,3,15,6,9
5814,2,11,57,166,4
5815,1,3,8,9,0
5816,6,3,54,28,4
5817,8,9,115,64,42
5818,1,1,4,7,0
5819,10,5,80,6,63
5820,0,2,6,0,2
5821,2,5,12,13,2
5822,10,7,93,9,65
5823,6,7,64,41,31
5824,5,3,40,3,30
5825,7,3,84,6,60
5826,0,3,2,0,1
5827,6,7,87,17,39
5828,11,8,94,10,53
5829,2,2,19,9,12
5830,2,3,8,6,0
5831,3,2,44,9,28
5832,5,2,37,23,2
5833,1,10,22,193,2
5834,1,5,19,55,1
5835,2,5,16,16,3
5836,0,1,0,1,0
5837,0,1,2,2,0
5838,5,5,32,20,12
5839,6,8,71,28,23
5840,8,5,83,31,40
5841,3,3,12,11,2
5842,2,4,13,8,2
5843,0,2,6,7,0
5844,0,2,9,12,0
5845,3,3,19,4,11
5846,2,2,12,5,7
5847,5,3,64,46,0
5848,1,2,34,18,3
5849,5,5,30,20,14
5850,4,2,38,25,0
5851,2,3,4,7,0
5852,2,3,27,2,14
5853,5,5,42,17,20
5854,2,2,20,8,9
5855,1,2,7,11,0
5856,1,2,6,6,1
5857,3,5,67,25,23
5858,5,8,82,59,26
5859,0,2,3,9,0
5860,4,4,14,7,11
5861,6,4,37,5,22
5862,2,2,13,16,2
5863,2,4,14,6,3
5864,2,4,16,6,9
5865,2,4,14,32,5
5866,1,4,9,2,4
5867,0,2,3,1,1
5868,1,9,21,65,2
5869,1,2,6,2,5
5870,1,2,6,8,0
5871,9,8,88,42,41
5872,4,6,30,31,9
5873,1,1,2,6,0
5874,2,2,13,7,4
5875,3,3,18,5,8
5876,4,6,66,67,7
5877,1,1,7,12,2
5878,2,6,28,21,4
5879,5,4,75,7,41
5880,2,3,11,12,4
5881,3,5,22,13,10
5882,1,5,10,15,2
5883,0,1,2,1,1
5884,6,10,81,119,21
5885,2,2,13,9,5
5886,8,6,62,11,36
5887,1,2,7,22,0
5888,2,3,9,8,2
5889,6,3,63,23,37
5890,1,5,11,10,2
5891,4,6,56,45,12
5892,4,7,47,36,10
5893,1,4,13,25,1
5894,2,0,8,9,0
5895,0,1,1,9,0
5896,2,5,25,37,6
5897,4,4,47,12,24
5898,2,1,13,9,1
5899,9,5,47,23,26
5900,3,2,25,15,3
5901,6,8,40,48,13
5902,3,3,16,6,10
5903,1,2,5,7,0
5904,2,2,11,3,6
5905,3,2,11,13,1
5906,2,3,12,9,0
5907,2,2,14,10,2
5908,9,6,91,41,34
5909,9,4,57,16,39
5910,5,6,98,39,24
5911,10,6,88,20,44
5912,2,2,7,5,4
5913,0,2,2,2,0
5914,2,2,24,4,13
5915,2,4,16,4,8
5916,3,4,20,13,9
5917,3,2,20,28,0
5918,1,2,16,14,3
5919,4,3,26,11,18
5920,3,2,15,12,4
5921,1,3,8,8,4
5922,0,1,1,4,0
5923,1,2,7,2,4
5924,0,2,5,3,1
5925,1,2,5,6,0
5926,4,3,15,12,6
5927,16,6,92,10,74
5928,2,4,27,19,6
5929,10,5,89,17,53
5930,1,8,21,25,0
5931,1,2,8,6,3
5932,4,4,43,12,23
5933,1,3,4,12,0
5934,2,3,6,6,3
5935,3,3,13,10,6
5936,1,2,12,4,2
5937,2,2,14,3,9
5938,2,2,10,7,1
5939,3,4,24,10,9
5940,8,6,88,32,42
5941,3,4,36,31,10
5942,2,2,11,3,9
5943,1,6,7,12,1
5944,3,4,13,10,6
5945,1,3,10,11,1
5946,1,6,9,21,1
5947,7,5,64,29,22
5948,2,4,11,6,3
5949,3,5,40,20,15
5950,5,5,32,9,15
5951,3,9,41,26,15
5952,3,2,22,16,6
5953,11,7,138,41,56
5954,5,5,33,3,23
5955,4,4,30,7,19
5956,1,1,3,9,1
5957,3,4,42,30,13
5958,5,3,22,6,12
5959,7,5,72,4,48
5960,1,2,3,6,0
5961,2,3,12,15,2
5962,4,5,33,9,21
5963,2,2,13,6,5
5964,1,1,4,5,2
5965,11,7,108,12,67
5966,0,3,5,26,1
5967,2,5,11,7,6
5968,1,3,16,15,2
5969,1,2,5,5,3
5970,3,10,65,131,6
5971,9,4,50,9,41
5972,1,2,1,7,0
5973,1,2,5,9,0
5974,4,3,24,8,13
5975,6,4,31,11,19
5976,6,7,80,53,22
5977,2,3,13,4,8
5978,6,5,42,22,27
5979,2,3,11,5,8
5980,1,5,8,6,1
5981,4,3,27,2,18
5982,1,2,5,13,0
5983,2,3,5,5,2
5984,5,3,35,8,20
5985,4,4,16,7,9
5986,2,3,12,6,6
5987,5,4,28,16,17
5988,3,2,17,7,6
5989,0,2,3,5,0
5990,7,3,53,18,39
5991,5,5,46,13,25
5992,3,3,13,5,6
5993,2,4,14,12,0
5994,2,2,12,6,3
5995,5,4,41,6,20
5996,2,3,21,10,4
5997,1,2,5,5,0
5998,0,2,4,1,2
5999,2,1,8,5,0
6000,7,2,69,17,39
6001,0,2,5,3,2
6002,4,5,33,2,19
6003,8,4,61,7,44
6004,1,3,6,2,2
6005,0,2,1,1,0
6006,2,4,16,12,5
6007,3,2,41,34,2
6008,3,3,15,10,11
6009,1,3,5,11,0
6010,3,5,76,14,25
6011,10,3,89,5,75
6012,2,2,11,7,6
6013,4,4,21,17,6
6014,2,3,18,19,6
6015,1,1,2,6,0
6016,3,3,43,17,12
6017,7,5,59,50,16
6018,3,4,12,9,2
6019,1,2,2,3,0
6020,1,7,20,38,3
6021,3,2,19,8,9
6022,1,4,7,3,2
6023,2,1,7,7,1
6024,15,7,112,3,99
6025,0,1,0,1,0
6026,1,4,6,16,0
6027,2,6,39,52,4
6028,2,7,13,3,8
6029,2,2,13,6,11
6030,0,2,5,9,0
6031,5,4,40,14,22
6032,2,3,9,10,1
6033,14,8,144,5,121
6034,4,5,31,10,12
6035,4,3,20,9,10
6036,0,2,3,4,1
6037,2,2,18,7,7
6038,1,4,11,10,0
6039,4,3,30,2,18
6040,1,1,1,1,0
6041,1,1,6,4,2
6042,2,3,19,11,8
6043,1,5,41,56,3
6044,3,4,19,8,11
6045,1,3,15,4,11
6046,0,0,0,4,0
6047,3,3,21,6,11
6048,8,9,86,21,48
6049,3,6,27,25,10
6050,6,2,66,3,35
6051,1,3,2,2,1
6052,2,1,10,1,5
6053,0,0,0,7,0
6054,0,0,1,3,0
6055,7,5,54,11,36
6056,3,4,17,10,10
6057,3,7,55,57,11
6058,1,2,7,10,0
6059,2,3,13,9,6
6060,3,4,32,10,18
6061,5,4,42,15,24
6062,3,6,15,9,5
6063,5,2,35,2,26
6064,5,3,22,19,7
6065,4,6,35,43,5
6066,2,3,18,8,8
6067,3,3,46,12,22
6068,2,3,11,6,4
6069,1,3,16,27,0
6070,1,3,9,16,1
6071,9,4,93,57,13
6072,2,2,47,10,20
6073,1,2,1,3,0
6074,2,2,12,4,4
6075,1,4,11,2,9
6076,1,2,5,5,1
6077,4,4,61,36,2
6078,1,1,2,5,0
6079,1,1,2,11,0
6080,2,2,20,31,3
6081,0,2,0,3,0
6082,8,4,50,20,26
6083,11,10,116,48,37
6084,1,4,20,43,0
6085,1,2,9,10,2
6086,2,8,32,57,7
6087,3,3,23,8,9
6088,2,4,16,11,7
6089,3,4,23,17,10
6090,2,2,11,6,6
6091,2,6,17,6,10
6092,4,2,21,8,11
6093,1,3,17,13,5
6094,1,9,24,58,2
6095,3,5,36,20,12
6096,1,2,8,6,1
6097,2,5,20,12,8
6098,3,6,27,6,21
6099,2,1,5,4,2
6100,1,2,6,5,2
6101,3,3,14,9,10
6102,1,1,2,6,0
6103,1,3,31,46,2
6104,1,4,16,31,1
6105,0,2,3,1,2
6106,1,6,11,6,3
6107,5,6,38,30,10
6108,3,4,17,9,10
6109,0,2,6,5,2
6110,5,3,23,9,12
6111,11,8,82,7,58
6112,1,1,7,5,2
6113,3,6,22,13,8
6114,5,4,36,9,21
6115,4,3,24,8,10
6116,2,3,12,11,2
6117,0,1,2,1,0
6118,2,3,21,5,11
6119,2,2,14,7,6
6120,1,5,6,7,2
6121,14,10,101,12,66
6122,3,6,32,32,4
6123,2,2,6,5,0
6124,5,4,36,5,21
6125,0,2,2,1,1
6126,3,3,21,17,5
6127,0,1,1,3,1
6128,4,3,33,20,10
6129,3,3,19,13,5
6130,4,3,25,7,18
6131,1,2,4,3,0
6132,1,2,6,11,1
6133,2,2,13,9,3
6134,2,2,12,3,8
6135,6,3,33,20,11
6136,1,2,17,10,0
6137,1,3,4,3,3
6138,3,2,41,16,18
6139,1,1,1,7,0
6140,2,7,51,33,10
6141,2,3,19,10,1
6142,3,4,20,17,13
6143,7,11,93,148,29
6144,2,4,11,8,1
6145,4,3,25,5,18
6146,12,9,157,86,51
6147,2,3,12,9,5
6148,3,8,22,19,8
6149,1,1,8,5,1
6150,8,6,39,17,15
6151,2,4,27,16,7
6152,1,2,6,6,1
6153,5,4,52,3,36
6154,0,1,5,3,3
6155,2,3,5,15,1
6156,1,2,8,2,4
6157,7,6,129,165,24
6158,4,4,28,4,20
6159,2,2,13,7,5
6160,5,4,26,5,21
6161,4,3,33,11,14
6162,1,3,15,1,6
6163,1,4,26,21,5
6164,4,6,53,31,14
6165,2,3,9,4,3
6166,8,3,65,15,43
6167,3,4,53,30,17
6168,2,6,12,7,3
6169,6,4,34,12,20
6170,3,3,13,6,7
6171,5,6,69,46,13
6172,6,6,66,12,31
6173,11,6,73,24,39
6174,1,3,6,3,2
6175,0,1,1,2,0
6176,2,3,6,19,0
6177,2,4,9,6,3
6178,1,2,5,8,0
6179,0,2,6,3,0
6180,2,5,19,26,5
6181,2,5,14,4,9
6182,0,0,1,3,0
6183,5,4,74,13,37
6184,2,2,14,10,2
6185,0,2,3,4,0
6186,3,3,18,5,12
6187,1,4,9,12,0
6188,12,4,112,21,74
6189,2,3,8,4,4
6190,5,4,24,10,7
6191,2,5,16,9,3
6192,1,2,5,2,2
6193,0,1,10,10,0
6194,4,4,27,27,0
6195,5,6,38,14,20
6196,1,2,12,8,5
6197,7,6,33,52,10
6198,2,2,5,3,1
6199,1,5,20,26,0
6200,10,4,98,25,55
6201,2,4,15,5,7
6202,1,3,6,8,0
6203,11,5,72,18,47
6204,2,4,10,13,2
6205,2,3,15,7,6
6206,2,3,16,3,4
6207,2,4,18,3,13
6208,3,4,27,24,6
6209,4,3,31,7,23
6210,4,5,22,6,12
6211,1,2,7,3,4
6212,15,4,113,7,102
6213,5,3,28,21,12
6214,3,5,47,56,6
6215,1,2,6,14,0
6216,16,8,107,2,87
6217,4,2,51,31,0
6218,3,4,14,6,7
6219,2,4,25,30,3
6220,2,4,15,1,11
6221,2,5,38,59,6
6222,4,4,24,7,13
6223,5,5,67,31,27
6224,0,4,4,4,2
6225,1,4,18,23,0
6226,1,2,5,7,1
6227,3,3,19,26,4
6228,4,2,19,14,8
6229,1,4,8,20,0
6230,1,2,6,10,0
6231,4,3,30,3,15
6232,5,5,54,34,14
6233,7,6,59,31,30
6234,6,9,89,75,30
6235,3,1,31,14,10
6236,3,3,18,5,10
6237,8,6,94,28,56
6238,1,2,2,13,0
6239,2,3,15,5,6
6240,3,1,31,11,0
6241,3,3,18,4,12
6242,1,2,2,4,0
6243,1,1,5,4,1
6244,7,4,41,28,22
6245,5,7,27,16,15
6246,1,2,4,5,0
6247,0,2,3,0,2
6248,5,5,31,14,13
6249,0,3,2,5,0
6250,2,7,29,54,4
6251,2,2,17,7,11
6252,1,2,10,6,1
6253,0,1,0,1,0
6254,2,3,13,9,4
6255,1,2,6,2,3
6256,3,5,15,9,5
6257,1,3,8,8,1
6258,2,2,13,12,1
6259,2,4,13,9,8
6260,1,1,5,4,1
6261,1,6,8,27,1
6262,1,1,3,5,2
6263,0,2,2,2,1
6264,1,3,10,6,6
6265,1,2,2,8,0
6266,2,3,9,5,5
6267,1,2,7,3,4
6268,7,5,81,26,35
6269,2,3,17,13,6
6270,1,4,27,37,4
6271,7,4,76,43,34
6272,2,4,21,12,9
6273,4,5,50,37,16
6274,1,5,12,37,0
6275,2,2,7,7,0
6276,1,3,5,2,2
6277,13,7,86,27,45
6278,1,4,6,4,2
6279,5,3,21,4,12
6280,10,5,100,34,41
6281,3,3,22,11,11
6282,0,1,1,6,0
6283,1,9,49,59,6
6284,10,5,63,6,47
6285,0,3,10,4,1
6286,0,3,6,2,2
6287,2,3,21,16,4
6288,2,3,13,6,6
6289,4,5,16,10,5
6290,1,2,8,2,5
6291,2,1,9,9,3
6292,12,5,108,21,69
6293,2,4,21,11,7
6294,2,3,10,11,2
6295,0,5,29,24,2
6296,4,10,94,150,13
6297,2,6,16,4,9
6298,2,5,10,9,2
6299,1,1,4,11,0
6300,2,5,18,4,13
6301,0,0,2,2,0
6302,0,1,1,4,0
6303,2,4,9,7,2
6304,1,2,1,6,0
6305,4,6,11,20,0
6306,3,3,17,3,13
6307,4,3,37,22,13
6308,2,2,7,9,0
6309,8,3,35,9,22
6310,1,2,4,5,0
6311,3,2,23,13,6
6312,2,3,16,3,10
6313,4,4,26,16,11
6314,0,2,1,1,0
6315,1,2,11,6,1
6316,2,3,13,9,5
6317,3,4,21,9,11
6318,3,2,18,7,10
6319,6,2,33,7,24
6320,1,2,8,2,4
6321,1,3,8,9,1
6322,5,3,56,8,31
6323,3,1,17,12,2
6324,1,1,4,2,1
6325,1,1,11,4,6
6326,1,4,5,3,2
6327,2,2,8,6,3
6328,1,1,6,7,0
6329,7,4,57,19,34
6330,1,3,4,3,1
6331,3,3,13,3,9
6332,1,5,12,10,3
6333,2,1,14,5,6
6334,7,7,67,43,35
6335,2,4,15,10,1
6336,3,2,15,4,5
6337,2,5,19,6,7
6338,0,1,7,6,0
6339,3,3,25,8,15
6340,2,1,15,4,8
6341,3,10,20,14,10
6342,3,3,16,10,5
6343,0,2,1,2,0
6344,5,6,53,31,22
6345,1,4,8,6,3
6346,2,3,15,7,7
6347,3,7,17,7,9
6348,0,1,2,4,0
6349,2,5,10,12,5
6350,0,8,2,21,0
6351,0,1,3,2,0
6352,2,4,21,21,2
6353,4,5,34,6,24
6354,6,4,42,13,31
6355,7,2,53,13,37
6356,3,4,9,7,5
6357,4,1,23,6,12
6358,1,2,18,9,4
6359,2,2,5,6,1
6360,5,2,37,5,31
6361,0,7,3,16,1
6362,5,2,24,8,13
6363,1,0,7,1,3
6364,8,5,49,12,28
6365,2,4,18,16,2
6366,6,4,40,2,27
6367,1,2,8,6,2
6368,3,2,16,4,12
6369,11,4,99,5,62
6370,1,2,3,7,2
6371,8,7,47,20,23
6372,6,6,61,15,29
6373,0,0,1,1,0
6374,1,0,4,3,0
6375,1,2,9,9,1
6376,2,3,13,6,4
6377,2,2,12,4,6
6378,1,1,9,5,0
6379,10,7,42,38,17
6380,1,2,2,0,0
6381,2,2,9,2,4
6382,2,4,27,8,11
6383,3,3,25,9,11
6384,1,7,15,52,1
6385,3,5,24,16,11
6386,1,2,5,5,2
6387,0,3,1,1,0
6388,5,5,33,5,11
6389,1,4,47,21,3
6390,1,2,7,13,0
6391,3,5,20,25,5
6392,1,1,0,4,0
6393,3,4,22,3,15
6394,1,3,37,23,1
6395,9,6,56,8,40
6396,7,3,40,6,30
6397,3,5,20,23,9
6398,3,6,30,18,7
6399,1,4,15,16,3
6400,7,7,137,87,30
6401,4,2,57,39,0
6402,10,4,55,11,40
6403,0,3,4,5,0
6404,2,4,18,10,6
6405,2,4,15,5,6
6406,4,8,62,25,16
6407,5,5,69,27,20
6408,0,5,2,10,0
6409,4,3,14,6,8
6410,0,1,1,1,0
6411,2,2,14,1,9
6412,0,0,1,6,0
6413,2,3,7,10,3
6414,1,3,8,4,0
6415,2,2,12,9,8
6416,2,6,14,36,0
6417,4,3,22,19,8
6418,2,2,22,11,5
6419,2,4,14,10,2
6420,7,4,37,7,25
6421,1,1,7,1,4
6422,3,3,17,9,6
6423,10,6,101,10,47
6424,4,4,30,15,13
6425,4,4,26,6,15
6426,1,3,8,13,0
6427,1,2,7,2,3
6428,1,4,10,7,3
6429,3,3,11,10,2
6430,2,4,7,8,3
6431,1,2,3,9,0
6432,3,3,12,2,10
6433,1,2,6,8,1
6434,2,6,15,12,6
6435,4,15,49,362,9
6436,2,5,19,17,5
6437,1,3,7,2,5
6438,2,5,24,21,7
6439,2,5,19,4,11
6440,2,3,11,5,3
6441,1,2,8,10,3
6442,1,2,4,6,2
6443,1,7,66,178,4
6444,2,2,7,10,4
6445,2,9,43,88,4
6446,1,0,4,0,2
6447,3,6,37,35,13
6448,12,8,142,96,47
6449,2,3,35,17,10
6450,8,9,137,39,47
6451,4,2,26,5,18
6452,1,4,4,20,0
6453,2,2,27,8,15
6454,1,3,34,39,2
6455,1,5,2,2,0
6456,4,8,34,9,16
6457,3,3,19,13,8
6458,1,1,8,6,1
6459,3,5,23,13,10
6460,5,5,37,3,29
6461,1,3,7,17,0
6462,1,2,1,4,0
6463,1,10,12,10,1
6464,4,3,62,27,1
6465,0,1,2,5,0
6466,2,3,24,8,14
6467,2,3,30,37,3
6468,8,9,94,23,48
6469,5,4,53,23,25
6470,2,4,15,1,12
6471,4,7,30,39,4
6472,2,2,7,8,1
6473,2,2,12,30,0
6474,10,4,58,12,47
6475,5,3,33,13,16
6476,3,2,22,9,14
6477,2,2,10,7,4
6478,6,5,32,23,12
6479,8,6,89,38,31
6480,2,1,18,4,11
6481,0,1,0,1,0
6482,2,4,16,29,0
6483,0,1,1,5,0
6484,1,4,6,7,1
6485,4,6,18,18,5
6486,2,5,17,27,3
6487,4,2,55,11,30
6488,1,3,8,5,3
6489,1,3,11,5,6
6490,6,4,21,12,12
6491,6,3,40,10,23
6492,4,4,23,10,16
6493,0,7,2,77,0
6494,1,3,7,4,2
6495,6,7,110,128,20
6496,1,3,10,7,6
6497,6,4,24,20,11
6498,6,6,30,12,10
6499,0,1,2,8,0
6500,11,4,106,19,70
6501,2,3,27,15,6
6502,0,2,6,8,2
6503,2,2,10,10,4
6504,4,4,16,13,6
6505,2,2,11,8,4
6506,5,4,44,15,22
6507,1,2,3,3,0
6508,7,5,49,18,21
6509,7,3,60,4,51
6510,5,5,20,9,13
6511,11,6,85,8,66
6512,1,2,11,19,3
6513,1,0,1,4,0
6514,6,5,64,24,27
6515,3,2,33,12,5
6516,11,6,85,13,59
